380 0.001368000000 0.000039000000 0.006450001000
400 0.014310000000 0.000396000000 0.067850010000
420 0.134380000000 0.004000000000 0.645600000000
440 0.348280000000 0.023000000000 1.747060000000
460 0.290800000000 0.060000000000 1.669200000000
480 0.095640000000 0.139020000000 0.812950100000
500 0.004900000000 0.323000000000 0.272000000000
520 0.063270000000 0.710000000000 0.078249990000
540 0.290400000000 0.954000000000 0.020300000000
560 0.594500000000 0.995000000000 0.003900000000
580 0.916300000000 0.870000000000 0.001650001000
600 1.062200000000 0.631000000000 0.000800000000
620 0.854449900000 0.381000000000 0.000190000000
640 0.447900000000 0.175000000000 0.000020000000
660 0.164900000000 0.061000000000 0.000000000000
680 0.046770000000 0.017000000000 0.000000000000
700 0.011359160000 0.004102000000 0.000000000000
720 0.002899327000 0.001047000000 0.000000000000
740 0.000690078600 0.000249200000 0.000000000000
760 0.000166150500 0.000060000000 0.000000000000
780 0.000041509940 0.000014990000 0.000000000000
